text-de,class,text-en,class-formatted,class-en
"Hallo, ich interessiere mich für Ihre Produkte und würde gerne wissen, ob Sie auch eine Geschenkoption mit Grußkarte anbieten?", Produktanfragen,"Hello, I am interested in your products and would like to know if you also offer a gift option with greeting card?",Produktanfragen,Product Enquiries
"Guten Tag, ich möchte gerne wissen, ob Ihre Produkte auch für den Einsatz im Freien geeignet sind?", Produktanfragen,"Hello, I would like to know if your products are also suitable for outdoor use?",Produktanfragen,Product Enquiries
"Sehr geehrtes Team, ich habe eine Frage zu den Produktbewertungen auf Ihrer Website.", Produktanfragen,"Dear team, I have a question about the product reviews on your website.",Produktanfragen,Product Enquiries
"Hallo, könnten Sie mir bitte mitteilen, ob Ihre Produkte auch für den Einsatz in der Gastronomie geeignet sind?", Produktanfragen,"Hello, could you please let me know if your products are also suitable for use in gastronomy?",Produktanfragen,Product Enquiries
"Guten Tag, ich interessiere mich für Ihre Produkte und würde gerne wissen, ob Sie auch eine Expresslieferung anbieten?", Produktanfragen,"Good afternoon, I am interested in your products and would like to know if you also offer an express delivery?",Produktanfragen,Product Enquiries
"Sehr geehrtes Team, ich habe eine Frage zu den Produktinformationen auf Ihrer Website.", Produktanfragen,"Dear team, I have a question about the product information on your website.",Produktanfragen,Product Enquiries
"Hallo, ich bin auf der Suche nach einem bestimmten Produkt und würde gerne wissen, ob es auch in anderen Farben erhältlich ist?", Produktanfragen,"Hello, I am looking for a specific product and would like to know if it is also available in other colors?",Produktanfragen,Product Enquiries
"Guten Tag, könnten Sie mir bitte Auskunft darüber geben, ob Ihre Produkte auch für den Einsatz im Garten geeignet sind?", Produktanfragen,"Hello, could you please tell me if your products are also suitable for use in the garden?",Produktanfragen,Product Enquiries
"Sehr geehrtes Team, ich habe eine Frage zu den Produktbeschreibungen auf Ihrer Website.", Produktanfragen,"Dear team, I have a question about the product descriptions on your website.",Produktanfragen,Product Enquiries
"Hallo, ich interessiere mich für Ihre Produkte und würde gerne wissen, ob Sie auch einen Geschenkservice anbieten?", Produktanfragen,"Hello, I am interested in your products and would like to know if you also offer a gift service?",Produktanfragen,Product Enquiries
"Guten Tag, ich möchte gerne wissen, ob Ihre Produkte auch in anderen Ausführungen erhältlich sind?", Produktanfragen,"Hello, I would like to know if your products are also available in other versions?",Produktanfragen,Product Enquiries
"Sehr geehrtes Team, ich habe eine Frage zu den Lieferkosten für die Produkte auf Ihrer Website.", Produktanfragen,"Dear team, I have a question about the delivery costs for the products on your website.",Produktanfragen,Product Enquiries
"Hallo, könnten Sie mir bitte mitteilen, ob Ihre Produkte auch für den Einsatz im Kinderzimmer geeignet sind?", Produktanfragen,"Hello, could you please tell me if your products are also suitable for use in the nursery?",Produktanfragen,Product Enquiries
"Guten Tag, ich interessiere mich für Ihre Produkte und würde gerne wissen, ob Sie auch eine Geschenkverpackung mit persönlicher Widmung anbieten?", Produktanfragen,"Hello, I am interested in your products and would like to know if you also offer a gift box with personal dedication?",Produktanfragen,Product Enquiries
"Sehr geehrtes Team, ich habe eine Frage zu den Produktbildern auf Ihrer Website.", Produktanfragen,"Dear team, I have a question about the product images on your website.",Produktanfragen,Product Enquiries
"Hallo, ich bin auf der Suche nach einem bestimmten Produkt und würde gerne wissen, ob es auch in Ihrer Filiale erhältlich ist?", Produktanfragen,"Hello, I'm looking for a specific product and would like to know if it's also available in your store?",Produktanfragen,Product Enquiries
"Guten Tag, könnten Sie mir bitte Auskunft darüber geben, ob Ihre Produkte auch für den Einsatz auf Reisen geeignet sind?", Produktanfragen,"Hello, could you please tell me if your products are also suitable for use on trips?",Produktanfragen,Product Enquiries
"Sehr geehrtes Team, ich habe eine Frage zu den Produktinformationen auf Ihrer Website.", Produktanfragen,"Dear team, I have a question about the product information on your website.",Produktanfragen,Product Enquiries
"Hallo, ich interessiere mich für Ihre Produkte und würde gerne wissen, ob Sie auch eine Geschenkoption mit Grußkarte anbieten?", Produktanfragen,"Hello, I am interested in your products and would like to know if you also offer a gift option with greeting card?",Produktanfragen,Product Enquiries
"Guten Tag, ich möchte gerne wissen, ob Ihre Produkte auch in anderen Größen erhältlich sind?", Produktanfragen,"Hello, I would like to know if your products are also available in other sizes?",Produktanfragen,Product Enquiries
"Sehr geehrtes Team, ich habe eine Frage zu den Lieferzeiten für die Produkte auf Ihrer Website.", Produktanfragen,"Dear team, I have a question about the delivery times for the products on your website.",Produktanfragen,Product Enquiries
"Hallo, könnten Sie mir bitte mitteilen, ob Ihre Produkte auch umweltfreundlich hergestellt werden?", Produktanfragen,"Hello, could you please tell me if your products are also made environmentally friendly?",Produktanfragen,Product Enquiries
"Guten Tag, ich interessiere mich für Ihre Produkte und würde gerne wissen, ob Sie auch eine kostenlose Rücksendung anbieten?", Produktanfragen,"Hello, I am interested in your products and would like to know if you also offer a free return?",Produktanfragen,Product Enquiries
"Sehr geehrtes Team, ich habe eine Frage zu den Produktvergleichen auf Ihrer Website.", Produktanfragen,"Dear team, I have a question about product comparisons on your website.",Produktanfragen,Product Enquiries
"Hallo, ich bin auf der Suche nach einem bestimmten Produkt und würde gerne wissen, ob es auch in anderen Farben erhältlich ist?", Produktanfragen,"Hello, I am looking for a specific product and would like to know if it is also available in other colors?",Produktanfragen,Product Enquiries
"Guten Tag, könnten Sie mir bitte Auskunft darüber geben, ob Ihre Produkte auch für den Einsatz im Büro geeignet sind?", Produktanfragen,"Hello, could you please tell me if your products are also suitable for use in the office?",Produktanfragen,Product Enquiries
"Sehr geehrtes Team, ich habe eine Frage zu den Produktbewertungen auf Ihrer Website.", Produktanfragen,"Dear team, I have a question about the product reviews on your website.",Produktanfragen,Product Enquiries
"Hallo, ich interessiere mich für Ihre Produkte und würde gerne wissen, ob Sie auch eine Geschenkoption mit Grußkarte anbieten?", Produktanfragen,"Hello, I am interested in your products and would like to know if you also offer a gift option with greeting card?",Produktanfragen,Product Enquiries
"Guten Tag, ich möchte gerne wissen, ob Ihre Produkte auch in anderen Größen erhältlich sind?", Produktanfragen,"Hello, I would like to know if your products are also available in other sizes?",Produktanfragen,Product Enquiries
"Sehr geehrtes Team, ich habe eine Frage zu den Lieferzeiten für die Produkte auf Ihrer Website.", Produktanfragen,"Dear team, I have a question about the delivery times for the products on your website.",Produktanfragen,Product Enquiries
"Hallo, könnten Sie mir bitte mitteilen, ob Ihre Produkte auch umweltfreundlich hergestellt werden?", Produktanfragen,"Hello, could you please tell me if your products are also made environmentally friendly?",Produktanfragen,Product Enquiries
"Guten Tag, ich interessiere mich für Ihre Produkte und würde gerne wissen, ob Sie auch eine kostenlose Rücksendung anbieten?", Produktanfragen,"Hello, I am interested in your products and would like to know if you also offer a free return?",Produktanfragen,Product Enquiries
"Sehr geehrtes Team, ich habe eine Frage zu den Produktvergleichen auf Ihrer Website.", Produktanfragen,"Dear team, I have a question about product comparisons on your website.",Produktanfragen,Product Enquiries
"Hallo, ich bin auf der Suche nach einem bestimmten Produkt und würde gerne wissen, ob es auch in anderen Farben erhältlich ist?", Produktanfragen,"Hello, I am looking for a specific product and would like to know if it is also available in other colors?",Produktanfragen,Product Enquiries
"Guten Tag, könnten Sie mir bitte Auskunft darüber geben, ob Ihre Produkte auch für den Einsatz im Büro geeignet sind?", Produktanfragen,"Hello, could you please tell me if your products are also suitable for use in the office?",Produktanfragen,Product Enquiries
"Sehr geehrtes Team, ich habe eine Frage zu den Produktbewertungen auf Ihrer Website.", Produktanfragen,"Dear team, I have a question about the product reviews on your website.",Produktanfragen,Product Enquiries
"Hallo, ich interessiere mich für Ihre Produkte und würde gerne wissen, ob Sie auch eine Geschenkoption mit Grußkarte anbieten?", Produktanfragen,"Hello, I am interested in your products and would like to know if you also offer a gift option with greeting card?",Produktanfragen,Product Enquiries
"Guten Tag, ich möchte gerne wissen, ob Ihre Produkte auch in anderen Größen erhältlich sind?", Produktanfragen,"Hello, I would like to know if your products are also available in other sizes?",Produktanfragen,Product Enquiries
"Sehr geehrtes Team, ich habe eine Frage zu den Lieferzeiten für die Produkte auf Ihrer Website.", Produktanfragen,"Dear team, I have a question about the delivery times for the products on your website.",Produktanfragen,Product Enquiries
"Hallo, könnten Sie mir bitte mitteilen, ob Ihre Produkte auch umweltfreundlich hergestellt werden?", Produktanfragen,"Hello, could you please tell me if your products are also made environmentally friendly?",Produktanfragen,Product Enquiries
"Guten Tag, ich interessiere mich für Ihre Produkte und würde gerne wissen, ob Sie auch eine kostenlose Rücksendung anbieten?", Produktanfragen,"Hello, I am interested in your products and would like to know if you also offer a free return?",Produktanfragen,Product Enquiries
"Sehr geehrtes Team, ich habe eine Frage zu den Produktvergleichen auf Ihrer Website.", Produktanfragen,"Dear team, I have a question about product comparisons on your website.",Produktanfragen,Product Enquiries
